length (m),F_geo,V_trn,I_trn,V_out,I_out,E_pon,E_poff,E_crit,_IR_cips,IR_cips,A_scan,R_gb,R_t2m,R_t3m,D_dcvg,D_olre,F_type,F_id,D_clas,D_len,D_erf,D_dept,SRF_loc,N_ocd,S_srb,T_opr,C_pipe,Y_pipe,S_CR,Decision
"138,748",No Feature,100,50,16.50,8.50,1225,1180,,79,45,4.49,200,10691.536,10384.304,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,749",No Feature,100,50,16.50,8.50,1226,1170,,64,56,4.49,200,10684,10373,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,750",No Feature,100,50,16.50,8.50,1221,1175,,81,46,0.05,200,10676.464,10361.696,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,751",No Feature,100,50,16.50,8.50,1231,1179,,72,52,0.05,200,10668.928,10350.392,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,752",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10661.392,10339.088,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,753",No Feature,100,50,16.50,8.50,1223,1173,,72,50,0.05,200,10653.856,10327.784,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,754",No Feature,100,50,16.50,8.50,1221,1173,,79,48,0.05,200,10646.32,10316.48,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,755",No Feature,100,50,16.50,8.50,1221,1177,,86,44,0.05,200,10638.784,10305.176,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,756",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10631.248,10293.872,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,757",No Feature,100,50,16.50,8.50,1234,1186,,76,48,0.05,200,10623.712,10282.568,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,758",No Feature,100,50,16.50,8.50,1230,1180,,73,50,0.05,200,10616.176,10271.264,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,759",No Feature,100,50,16.50,8.50,1227,1181,,83,46,0.05,200,10608.64,10259.96,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,760",No Feature,100,50,16.50,8.50,1218,1171,,80,47,0.05,200,10601.104,10248.656,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,761",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10593.568,10237.352,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,762",No Feature,100,50,16.50,8.50,1197,1148,,74,49,0.05,200,10586.032,10226.048,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,763",No Feature,100,50,16.50,8.50,1199,1152,,81,47,0.05,200,10578.496,10214.744,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,764",No Feature,100,50,16.50,8.50,1197,1151,,82,46,0.05,200,10570.96,10203.44,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,765",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10563.424,10192.136,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,766",No Feature,100,50,16.50,8.50,1197,1151,,79,46,0.05,200,10555.888,10180.832,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,767",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10548.352,10169.528,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,768",No Feature,100,50,16.50,8.50,1194,1146,,75,48,0.05,200,10540.816,10158.224,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,769",No Feature,100,50,16.50,8.50,1189,1142,,77,47,0.05,200,10533.28,10146.92,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,770",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10525.744,10135.616,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,771",No Feature,100,50,16.50,8.50,1241,1176,,54,65,0.05,200,10518.208,10124.312,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,772",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10510.672,10113.008,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,773",No Feature,100,50,16.50,8.50,1220,1179,,85,41,0.05,200,10503.136,10101.704,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,774",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10495.6,10090.4,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,775",No Feature,100,50,16.50,8.50,1224,1170,,63,54,0.05,200,10488.064,10079.096,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,776",No Feature,100,50,16.50,8.50,1235,1185,,68,50,0.05,200,10480.528,10067.792,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,777",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10472.992,10056.488,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,778",No Feature,100,50,16.50,8.50,1235,1181,,64,54,0.05,200,10465.456,10045.184,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,779",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10457.92,10033.88,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,780",No Feature,100,50,16.50,8.50,1231,1188,,76,43,0.05,200,10450.384,10022.576,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,781",No Feature,100,50,16.50,8.50,1247,1203,,73,44,0.05,200,10442.848,10011.272,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,782",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10435.312,9999.968,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,783",No Feature,100,50,16.50,8.50,1241,1191,,64,50,0.05,200,10427.776,9988.664,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,784",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10420.24,9977.36,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,785",No Feature,100,50,16.50,8.50,1215,1159,,55,56,0.05,200,10412.704,9966.056,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,786",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10405.168,9954.752,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,787",No Feature,100,50,16.50,8.50,1208,1157,,61,51,0.05,200,10397.632,9943.448,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,788",No Feature,100,50,16.50,8.50,1210,1160,,62,50,0.05,200,10390.096,9932.144,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,789",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10382.56,9920.84,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,790",No Feature,100,50,16.50,8.50,1208,1169,,75,39,0.05,200,10375.024,9909.536,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,791",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10367.488,9898.232,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,792",No Feature,100,50,16.50,8.50,1233,1182,,58,51,0.05,200,10359.952,9886.928,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,793",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10352.416,9875.624,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,794",No Feature,100,50,16.50,8.50,1223,1161,,46,62,0.05,200,10344.88,9864.32,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,795",No Feature,100,50,16.50,8.50,1210,1168,,71,42,0.05,200,10337.344,9853.016,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,796",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10329.808,9841.712,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,797",No Feature,100,50,16.50,8.50,1236,1175,,50,61,0.05,200,10322.272,9830.408,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,798",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10314.736,9819.104,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,799",No Feature,100,50,16.50,8.50,1219,1169,,58,50,0.05,200,10307.2,9807.8,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,800",No Feature,100,50,16.50,8.50,1229,1173,,55,56,0.05,200,10299.664,9796.496,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,801",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10292.128,9785.192,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,802",No Feature,100,50,16.50,8.50,1232,1175,,53,57,0.05,200,10284.592,9773.888,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,803",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10277.056,9762.584,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,804",No Feature,100,50,16.50,8.50,1230,1179,,60,51,0.05,200,10269.52,9751.28,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,805",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10261.984,9739.976,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,806",No Feature,100,50,16.50,8.50,1227,1173,,54,54,0.05,200,10254.448,9728.672,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,807",No Feature,100,50,16.50,8.50,1223,1182,,74,41,0.05,200,10246.912,9717.368,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,808",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10239.376,9706.064,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,809",No Feature,100,50,16.50,8.50,1232,1191,,73,41,0.05,200,10231.84,9694.76,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,810",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10224.304,9683.456,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,811",No Feature,100,50,16.50,8.50,1239,1192,,61,47,0.05,200,10216.768,9672.152,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,812",No Feature,100,50,16.50,8.50,1227,1176,,59,51,0.05,200,10209.232,9660.848,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,813",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10201.696,9649.544,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,814",No Feature,100,50,16.50,8.50,1223,1174,,62,49,0.05,200,10194.16,9638.24,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,815",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10186.624,9626.936,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,816",No Feature,100,50,16.50,8.50,1239,1184,,55,55,0.05,200,10179.088,9615.632,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,817",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10171.552,9604.328,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,818",No Feature,100,50,16.50,8.50,1247,1197,,57,50,0.05,200,10164.016,9593.024,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,819",No Feature,100,50,16.50,8.50,1246,1193,,57,53,0.05,200,10156.48,9581.72,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,820",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10148.944,9570.416,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,821",No Feature,100,50,16.50,8.50,1245,1201,,69,44,0.05,200,10141.408,9559.112,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,822",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10133.872,9547.808,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,823",No Feature,100,50,16.50,8.50,1248,1191,,54,57,0.05,200,10126.336,9536.504,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,824",No Feature,100,50,16.50,8.50,1226,1181,,67,45,0.05,200,10118.8,9525.2,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,825",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10111.264,9513.896,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,826",No Feature,100,50,16.50,8.50,1223,1186,,81,37,0.05,200,10103.728,9502.592,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,827",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10096.192,9491.288,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,828",No Feature,100,50,16.50,8.50,1240,1184,,53,56,0.05,200,10088.656,9479.984,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,829",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10081.12,9468.68,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,830",No Feature,100,50,16.50,8.50,1243,1195,,58,48,0.05,200,10073.584,9457.376,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,831",No Feature,100,50,16.50,8.50,1236,1179,,52,57,0.05,200,10066.048,9446.072,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,832",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10058.512,9434.768,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,833",No Feature,100,50,16.50,8.50,1230,1182,,61,48,0.05,200,10050.976,9423.464,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,834",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10043.44,9412.16,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,835",No Feature,100,50,16.50,8.50,1247,1187,,50,60,0.05,200,10035.904,9400.856,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,836",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10028.368,9389.552,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,837",No Feature,100,50,16.50,8.50,1233,1184,,58,49,0.05,200,10020.832,9378.248,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,838",No Feature,100,50,16.50,8.50,1256,1206,,60,50,0.05,200,10013.296,9366.944,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,839",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,10005.76,9355.64,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,840",No Feature,100,50,16.50,8.50,1239,1188,,59,51,0.05,200,9998.224,9344.336,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,841",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9990.688,9333.032,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,842",No Feature,100,50,16.50,8.50,1250,1192,,50,58,0.05,200,9983.152,9321.728,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,843",No Feature,100,50,16.50,8.50,1218,1161,,54,57,0.05,200,9975.616,9310.424,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,844",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9968.08,9299.12,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,845",No Feature,100,50,16.50,8.50,1206,1158,,64,48,0.05,200,9960.544,9287.816,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,846",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9953.008,9276.512,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,847",No Feature,100,50,16.50,8.50,1220,1173,,65,47,0.05,200,9945.472,9265.208,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,848",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9937.936,9253.904,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,849",No Feature,100,50,16.50,8.50,1221,1167,,53,54,0.05,200,9930.4,9242.6,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,850",No Feature,100,50,16.50,8.50,1216,1172,,69,44,0.05,200,9922.864,9231.296,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,851",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9915.328,9219.992,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,852",No Feature,100,50,16.50,8.50,1224,1194,,100,30,0.05,200,9907.792,9208.688,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,853",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9900.256,9197.384,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,854",No Feature,100,50,16.50,8.50,1226,1190,,77,36,0.05,200,9892.72,9186.08,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,855",No Feature,100,50,16.50,8.50,1237,1183,,55,54,0.05,200,9885.184,9174.776,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,856",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9877.648,9163.472,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,857",No Feature,100,50,16.50,8.50,1227,1182,,66,45,0.05,200,9870.112,9152.168,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,858",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9862.576,9140.864,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,859",No Feature,100,50,16.50,8.50,1231,1195,,81,36,0.05,200,9855.04,9129.56,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,860",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9847.504,9118.256,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,861",No Feature,100,50,16.50,8.50,1240,1185,,50,55,0.05,200,9839.968,9106.952,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,862",No Feature,100,50,16.50,8.50,1226,1184,,69,42,0.05,200,9832.432,9095.648,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,863",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9824.896,9084.344,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,864",No Feature,100,50,16.50,8.50,1229,1185,,65,44,0.05,200,9817.36,9073.04,AC,-6,,,,,0,0,,0,No,10,C_CW,30,0.13,12
"138,865",No Feature,100,50,16.50,8.50,1229,1184,,63,45,0.05,200,9809.824,9061.736,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,866",No Feature,100,50,16.50,8.50,1221,1176,,66,45,0.05,200,9802.288,9050.432,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,867",No Feature,100,50,16.50,8.50,1219,1174,,66,45,0.05,200,9794.752,9039.128,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,868",No Feature,100,50,16.50,8.50,1223,1168,,54,55,0.05,200,9787.216,9027.824,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,869",No Feature,100,50,16.50,8.50,1208,1162,,68,46,0.05,200,9779.68,9016.52,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,870",No Feature,100,50,16.50,8.50,1221,1184,,83,37,0.05,200,9772.144,9005.216,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,871",No Feature,100,50,16.50,8.50,1228,1185,,75,43,0.05,200,9764.608,8993.912,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,872",No Feature,100,50,16.50,8.50,1227,1183,,72,44,0.05,200,9757.072,8982.608,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,873",No Feature,100,50,16.50,8.50,1237,1199,,82,38,0.05,200,9749.536,8971.304,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,874",No Feature,100,50,16.50,8.50,1232,1197,,92,35,0.05,200,9742,8960,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,875",No Feature,100,50,16.50,8.50,1235,1194,,78,41,0.05,200,9734.464,8948.696,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,876",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9726.928,8937.392,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,877",No Feature,100,50,16.50,8.50,1234,1194,,80,40,0.05,200,9719.392,8926.088,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,878",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9711.856,8914.784,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,879",No Feature,100,50,16.50,8.50,1228,1191,,84,37,0.05,200,9704.32,8903.48,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,880",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9696.784,8892.176,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,881",No Feature,100,50,16.50,8.50,1233,1189,,71,44,0.05,200,9689.248,8880.872,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,882",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9681.712,8869.568,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,883",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9674.176,8858.264,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,884",No Feature,100,50,16.50,8.50,1253,1205,,64,48,0.05,200,9666.64,8846.96,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,885",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9659.104,8835.656,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,886",No Feature,100,50,16.50,8.50,1241,1197,,69,44,0.05,200,9651.568,8824.352,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,887",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9644.032,8813.048,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,888",No Feature,100,50,16.50,8.50,1241,1205,,83,36,0.05,200,9636.496,8801.744,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,889",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9628.96,8790.44,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,890",No Feature,100,50,16.50,8.50,1252,1191,,51,61,0.05,200,9621.424,8779.136,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,891",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9613.888,8767.832,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,892",No Feature,100,50,16.50,8.50,1242,1202,,72,40,0.05,200,9606.352,8756.528,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,893",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9598.816,8745.224,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,894",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9591.28,8733.92,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,895",No Feature,100,50,16.50,8.50,1243,1190,,52,53,0.05,200,9583.744,8722.616,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,896",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9576.208,8711.312,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,897",No Feature,100,50,16.50,8.50,1224,1177,,56,47,0.05,200,9568.672,8700.008,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,898",No Feature,100,50,16.50,8.50,1228,1200,,91,28,0.05,200,9561.136,8688.704,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,899",No Feature,100,50,16.50,8.50,1241,1200,,62,41,0.05,200,9553.6,8677.4,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,900",No Feature,100,50,16.50,8.50,1230,1188,,60,42,0.05,200,9546.064,8666.096,AC,-7,,,,,0,0,,0,No,10,C_CW,30,0.13,12
"138,901",No Feature,100,50,16.50,8.50,1230,1188,,60,42,0.05,200,9538.528,8654.792,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,902",No Feature,100,50,16.50,8.50,1221,1173,,53,48,0.05,200,9530.992,8643.488,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,903",No Feature,100,50,16.50,8.50,1219,1167,,50,52,0.05,200,9523.456,8632.184,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,904",No Feature,100,50,16.50,8.50,1213,1179,,76,34,0.05,200,9515.92,8620.88,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,905",No Feature,100,50,16.50,8.50,1228,1175,,50,53,0.05,200,9508.384,8609.576,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,906",No Feature,100,50,16.50,8.50,,,,#DIV/0!,0,0.05,200,9500.848,8598.272,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,907",No Feature,100,50,16.50,8.50,1209,1178,,84,31,0.05,200,9493.312,8586.968,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,908",No Feature,100,50,16.50,8.50,1205,1157,,58,48,0.05,200,9485.776,8575.664,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,909",No Feature,100,50,16.50,8.50,1205,1162,,65,43,0.05,200,9478.24,8564.36,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,910",No Feature,100,50,16.50,8.50,1211,1164,,63,47,0.05,200,9470.704,8553.056,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,911",No Feature,100,50,16.50,8.50,1216,1176,,73,40,0.05,200,9463.168,8541.752,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,912",No Feature,100,50,16.50,8.50,1216,1162,,58,54,0.05,200,9455.632,8530.448,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,913",No Feature,100,50,16.50,8.50,1210,1159,,64,51,0.05,200,9448.096,8519.144,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
"138,914",No Feature,100,50,16.50,8.50,1205,1151,,61,54,0.05,200,9440.56,8507.84,NC,0,,,,,0,0,,0,No,10,C_CW,30,0.13,0
